camera_id,brand,series,model,display_name,aliases,regional_names,release_year,category,lens_type,battery_system,notes
fujifilm_finepix_jv150,Fujifilm,FinePix,FinePix JV150,Fujifilm FinePix JV150,"[""FinePix JV150"", ""Fujifilm FinePix JV150""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_finepix_jv200,Fujifilm,FinePix,FinePix JV200,Fujifilm FinePix JV200,"[""FinePix JV200"", ""Fujifilm FinePix JV200""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_finepix_jv250,Fujifilm,FinePix,FinePix JV250,Fujifilm FinePix JV250,"[""FinePix JV250"", ""Fujifilm FinePix JV250""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_finepix_jx200,Fujifilm,FinePix JX,FinePix JX200,Fujifilm FinePix JX200,"[""FUJIFILM FinePix JX200""]","{""global"": [""Fujifilm FinePix JX200""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_jx250,Fujifilm,FinePix JX,FinePix JX250,Fujifilm FinePix JX250,"[""FUJIFILM FinePix JX250""]","{""global"": [""Fujifilm FinePix JX250""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_jx300,Fujifilm,FinePix,FinePix JX300,Fujifilm FinePix JX300,"[""FinePix JX300"", ""Fujifilm FinePix JX300""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_finepix_jx350,Fujifilm,FinePix,FinePix JX350,Fujifilm FinePix JX350,"[""FinePix JX350"", ""Fujifilm FinePix JX350""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_finepix_jx370,Fujifilm,FinePix JX,FinePix JX370,Fujifilm FinePix JX370,"[""FUJIFILM FinePix JX370""]","{""global"": [""Fujifilm FinePix JX370""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_jx400,Fujifilm,FinePix,FinePix JX400,Fujifilm FinePix JX400,"[""FinePix JX400"", ""Fujifilm FinePix JX400""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_finepix_jx420,Fujifilm,FinePix,FinePix JX420,Fujifilm FinePix JX420,"[""FinePix JX420"", ""Fujifilm FinePix JX420""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_finepix_jx500,Fujifilm,FinePix JX,FinePix JX500,Fujifilm FinePix JX500,"[""FUJIFILM FinePix JX500""]","{""global"": [""Fujifilm FinePix JX500""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_jx520,Fujifilm,FinePix,FinePix JX520,Fujifilm FinePix JX520,"[""FinePix JX520"", ""Fujifilm FinePix JX520""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_finepix_jx550,Fujifilm,FinePix JX,FinePix JX550,Fujifilm FinePix JX550,"[""FUJIFILM FinePix JX550""]","{""global"": [""Fujifilm FinePix JX550""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_jx580,Fujifilm,FinePix,FinePix JX580,Fujifilm FinePix JX580,"[""FinePix JX580"", ""Fujifilm FinePix JX580""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_finepix_jx700,Fujifilm,FinePix,FinePix JX700,Fujifilm FinePix JX700,"[""FinePix JX700"", ""Fujifilm FinePix JX700""]",{},,large_sensor_compact,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_finepix_jz100,Fujifilm,FinePix JZ,FinePix JZ100,Fujifilm FinePix JZ100,"[""FUJIFILM FinePix JZ100""]","{""global"": [""Fujifilm FinePix JZ100""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_jz250,Fujifilm,FinePix,FinePix JZ250,Fujifilm FinePix JZ250,"[""FinePix JZ250"", ""Fujifilm FinePix JZ250""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_finepix_jz300,Fujifilm,FinePix,FinePix JZ300,Fujifilm FinePix JZ300,"[""FinePix JZ300"", ""Fujifilm FinePix JZ300""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_finepix_jz500,Fujifilm,FinePix,FinePix JZ500,Fujifilm FinePix JZ500,"[""FinePix JZ500"", ""Fujifilm FinePix JZ500""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_finepix_jz700,Fujifilm,FinePix,FinePix JZ700,Fujifilm FinePix JZ700,"[""FinePix JZ700"", ""Fujifilm FinePix JZ700""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_finepix_real_3d_w3,Fujifilm,FinePix REAL 3D,W3,Fujifilm FinePix REAL 3D W3,"[""FinePix Real 3D W3""]",{},2010,3d_compact,fixed_lens,proprietary_li_ion,
fujifilm_finepix_s100fs,Fujifilm,FinePix S,FinePix S100fs,Fujifilm FinePix S100fs,"[""FUJIFILM FinePix S100fs""]","{""global"": [""Fujifilm FinePix S100fs""]}",2008,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_s200exr,Fujifilm,FinePix S,FinePix S200EXR,Fujifilm FinePix S200EXR,"[""FUJIFILM FinePix S200EXR""]","{""global"": [""Fujifilm FinePix S200EXR""]}",2009,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_s304,Fujifilm,FinePix S,FinePix S304,Fujifilm FinePix S304,"[""FUJIFILM FinePix S304""]","{""global"": [""Fujifilm FinePix S304""]}",,point_and_shoot,fixed_lens,aa,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_s4400_zoom,Fujifilm,FinePix S,FinePix S4400 Zoom,Fujifilm FinePix S4400 Zoom,"[""FUJIFILM FinePix S4400 Zoom""]","{""global"": [""Fujifilm FinePix S4400 Zoom""]}",,point_and_shoot,fixed_lens,aa,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_s5000_zoom,Fujifilm,FinePix S,FinePix S5000 Zoom,Fujifilm FinePix S5000 Zoom,"[""FUJIFILM FinePix S5000 Zoom""]","{""global"": [""Fujifilm FinePix S5000 Zoom""]}",,point_and_shoot,fixed_lens,aa,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_s5100_zoom,Fujifilm,FinePix S,FinePix S5100 Zoom,Fujifilm FinePix S5100 Zoom,"[""FUJIFILM FinePix S5100 Zoom""]","{""global"": [""Fujifilm FinePix S5100 Zoom""]}",,point_and_shoot,fixed_lens,aa,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_s5500,Fujifilm,FinePix S,FinePix S5500,Fujifilm FinePix S5500,"[""FUJIFILM FinePix S5500""]","{""global"": [""Fujifilm FinePix S5500""]}",,point_and_shoot,fixed_lens,aa,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_s6000,Fujifilm,FinePix S,FinePix S6000,Fujifilm FinePix S6000,"[""FUJIFILM FinePix S6000""]","{""global"": [""Fujifilm FinePix S6000""]}",,point_and_shoot,fixed_lens,aa,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_s7000,Fujifilm,FinePix S,FinePix S7000,Fujifilm FinePix S7000,"[""FUJIFILM FinePix S7000""]","{""global"": [""Fujifilm FinePix S7000""]}",,point_and_shoot,fixed_lens,aa,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_s9600,Fujifilm,FinePix S,FinePix S9600,Fujifilm FinePix S9600,"[""FUJIFILM FinePix S9600""]","{""global"": [""Fujifilm FinePix S9600""]}",,point_and_shoot,fixed_lens,aa,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_t200,Fujifilm,FinePix T,FinePix T200,Fujifilm FinePix T200,"[""FUJIFILM FinePix T200""]","{""global"": [""Fujifilm FinePix T200""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_t300,Fujifilm,FinePix T,FinePix T300,Fujifilm FinePix T300,"[""FUJIFILM FinePix T300""]","{""global"": [""Fujifilm FinePix T300""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_t400,Fujifilm,FinePix T,FinePix T400,Fujifilm FinePix T400,"[""FUJIFILM FinePix T400""]","{""global"": [""Fujifilm FinePix T400""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_t500,Fujifilm,FinePix T,FinePix T500,Fujifilm FinePix T500,"[""FUJIFILM FinePix T500""]","{""global"": [""Fujifilm FinePix T500""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_t550,Fujifilm,FinePix T,FinePix T550,Fujifilm FinePix T550,"[""FUJIFILM FinePix T550""]","{""global"": [""Fujifilm FinePix T550""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_xp10,Fujifilm,FinePix XP,FinePix XP10,Fujifilm FinePix XP10,"[""FUJIFILM FinePix XP10""]","{""global"": [""Fujifilm FinePix XP10""]}",,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_xp100,Fujifilm,FinePix XP,FinePix XP100,Fujifilm FinePix XP100,"[""FUJIFILM FinePix XP100""]","{""global"": [""Fujifilm FinePix XP100""]}",,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_xp11,Fujifilm,FinePix,FinePix XP11,Fujifilm FinePix XP11,"[""FinePix XP11"", ""Fujifilm FinePix XP11""]",{},,waterproof_compact,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_finepix_xp120,Fujifilm,FinePix XP,FinePix XP120,Fujifilm FinePix XP120,"[""FUJIFILM FinePix XP120""]","{""global"": [""Fujifilm FinePix XP120""]}",2017,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_xp130,Fujifilm,FinePix XP,FinePix XP130,Fujifilm FinePix XP130,"[""FUJIFILM FinePix XP130""]","{""global"": [""Fujifilm FinePix XP130""]}",2018,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_xp140,Fujifilm,FinePix XP,XP140,Fujifilm FinePix XP140,"[""FinePix XP140""]",{},2019,waterproof_compact,fixed_lens,proprietary_li_ion,
fujifilm_finepix_xp150,Fujifilm,FinePix,FinePix XP150,Fujifilm FinePix XP150,"[""FinePix XP150"", ""Fujifilm FinePix XP150""]",{},,waterproof_compact,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_finepix_xp170,Fujifilm,FinePix XP,FinePix XP170,Fujifilm FinePix XP170,"[""FUJIFILM FinePix XP170""]","{""global"": [""Fujifilm FinePix XP170""]}",,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_xp20,Fujifilm,FinePix XP,FinePix XP20,Fujifilm FinePix XP20,"[""FUJIFILM FinePix XP20""]","{""global"": [""Fujifilm FinePix XP20""]}",,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_xp200,Fujifilm,FinePix XP,FinePix XP200,Fujifilm FinePix XP200,"[""FUJIFILM FinePix XP200""]","{""global"": [""Fujifilm FinePix XP200""]}",2013,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_xp30,Fujifilm,FinePix XP,FinePix XP30,Fujifilm FinePix XP30,"[""FUJIFILM FinePix XP30""]","{""global"": [""Fujifilm FinePix XP30""]}",,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_xp50,Fujifilm,FinePix XP,FinePix XP50,Fujifilm FinePix XP50,"[""FUJIFILM FinePix XP50""]","{""global"": [""Fujifilm FinePix XP50""]}",,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_xp60,Fujifilm,FinePix XP,FinePix XP60,Fujifilm FinePix XP60,"[""FUJIFILM FinePix XP60""]","{""global"": [""Fujifilm FinePix XP60""]}",,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_xp70,Fujifilm,FinePix XP,FinePix XP70,Fujifilm FinePix XP70,"[""FUJIFILM FinePix XP70""]","{""global"": [""Fujifilm FinePix XP70""]}",2014,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_xp80,Fujifilm,FinePix XP,FinePix XP80,Fujifilm FinePix XP80,"[""FUJIFILM FinePix XP80""]","{""global"": [""Fujifilm FinePix XP80""]}",2015,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_xp90,Fujifilm,FinePix XP,FinePix XP90,Fujifilm FinePix XP90,"[""FUJIFILM FinePix XP90""]","{""global"": [""Fujifilm FinePix XP90""]}",2016,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_z100fd,Fujifilm,FinePix Z,FinePix Z100fd,Fujifilm FinePix Z100fd,"[""FUJIFILM FinePix Z100fd""]","{""global"": [""Fujifilm FinePix Z100fd""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_z1010exr,Fujifilm,FinePix,FinePix Z1010EXR,Fujifilm FinePix Z1010EXR,"[""FinePix Z1010EXR"", ""Fujifilm FinePix Z1010EXR""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_finepix_z10fd,Fujifilm,FinePix Z,FinePix Z10fd,Fujifilm FinePix Z10fd,"[""FUJIFILM FinePix Z10fd""]","{""global"": [""Fujifilm FinePix Z10fd""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_z115,Fujifilm,FinePix,FinePix Z115,Fujifilm FinePix Z115,"[""FinePix Z115"", ""Fujifilm FinePix Z115""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_finepix_z200fd,Fujifilm,FinePix Z,FinePix Z200fd,Fujifilm FinePix Z200fd,"[""FUJIFILM FinePix Z200fd""]","{""global"": [""Fujifilm FinePix Z200fd""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_z20fd,Fujifilm,FinePix Z,FinePix Z20fd,Fujifilm FinePix Z20fd,"[""FUJIFILM FinePix Z20fd""]","{""global"": [""Fujifilm FinePix Z20fd""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_z250fd,Fujifilm,FinePix Z,FinePix Z250fd,Fujifilm FinePix Z250fd,"[""FUJIFILM FinePix Z250fd""]","{""global"": [""Fujifilm FinePix Z250fd""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_z3,Fujifilm,FinePix Z,FinePix Z3,Fujifilm FinePix Z3,"[""FUJIFILM FinePix Z3""]","{""global"": [""Fujifilm FinePix Z3""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_z30,Fujifilm,FinePix Z,FinePix Z30,Fujifilm FinePix Z30,"[""FUJIFILM FinePix Z30""]","{""global"": [""Fujifilm FinePix Z30""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_z33wp,Fujifilm,FinePix Z,FinePix Z33WP,Fujifilm FinePix Z33WP,"[""FUJIFILM FinePix Z33WP""]","{""global"": [""Fujifilm FinePix Z33WP""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_z35,Fujifilm,FinePix Z,FinePix Z35,Fujifilm FinePix Z35,"[""FUJIFILM FinePix Z35""]","{""global"": [""Fujifilm FinePix Z35""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_z37,Fujifilm,FinePix Z,FinePix Z37,Fujifilm FinePix Z37,"[""FUJIFILM FinePix Z37""]","{""global"": [""Fujifilm FinePix Z37""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_z70,Fujifilm,FinePix Z,FinePix Z70,Fujifilm FinePix Z70,"[""FUJIFILM FinePix Z70""]","{""global"": [""Fujifilm FinePix Z70""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_z707exr,Fujifilm,FinePix Z,FinePix Z707EXR,Fujifilm FinePix Z707EXR,"[""FUJIFILM FinePix Z707EXR""]","{""global"": [""Fujifilm FinePix Z707EXR""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_z71,Fujifilm,FinePix Z,FinePix Z71,Fujifilm FinePix Z71,"[""FUJIFILM FinePix Z71""]","{""global"": [""Fujifilm FinePix Z71""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_z80,Fujifilm,FinePix Z,FinePix Z80,Fujifilm FinePix Z80,"[""FUJIFILM FinePix Z80""]","{""global"": [""Fujifilm FinePix Z80""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_z808exr,Fujifilm,FinePix Z,FinePix Z808EXR,Fujifilm FinePix Z808EXR,"[""FUJIFILM FinePix Z808EXR""]","{""global"": [""Fujifilm FinePix Z808EXR""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_z81,Fujifilm,FinePix Z,FinePix Z81,Fujifilm FinePix Z81,"[""FUJIFILM FinePix Z81""]","{""global"": [""Fujifilm FinePix Z81""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_z90,Fujifilm,FinePix Z,FinePix Z90,Fujifilm FinePix Z90,"[""FUJIFILM FinePix Z90""]","{""global"": [""Fujifilm FinePix Z90""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_z909exr,Fujifilm,FinePix Z,FinePix Z909EXR,Fujifilm FinePix Z909EXR,"[""FUJIFILM FinePix Z909EXR""]","{""global"": [""Fujifilm FinePix Z909EXR""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_z950_exr,Fujifilm,FinePix Z,FinePix Z950 EXR,Fujifilm FinePix Z950 EXR,"[""FUJIFILM FinePix Z950 EXR""]","{""global"": [""Fujifilm FinePix Z950 EXR""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_finepix_z950exr,Fujifilm,FinePix,FinePix Z950EXR,Fujifilm FinePix Z950EXR,"[""FinePix Z950EXR"", ""Fujifilm FinePix Z950EXR""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_jv105,Fujifilm,X compact,JV105,Fujifilm JV105,"[""JV105"", ""Fujifilm JV105""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_jv205,Fujifilm,X compact,JV205,Fujifilm JV205,"[""JV205"", ""Fujifilm JV205""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_jx205,Fujifilm,X compact,JX205,Fujifilm JX205,"[""JX205"", ""Fujifilm JX205""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_jx305,Fujifilm,X compact,JX305,Fujifilm JX305,"[""JX305"", ""Fujifilm JX305""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_jx355,Fujifilm,X compact,JX355,Fujifilm JX355,"[""JX355"", ""Fujifilm JX355""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_jx375,Fujifilm,X compact,JX375,Fujifilm JX375,"[""JX375"", ""Fujifilm JX375""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_jx405,Fujifilm,X compact,JX405,Fujifilm JX405,"[""JX405"", ""Fujifilm JX405""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_jx590,Fujifilm,X compact,JX590,Fujifilm JX590,"[""JX590"", ""Fujifilm JX590""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_jx710,Fujifilm,X compact,JX710,Fujifilm JX710,"[""JX710"", ""Fujifilm JX710""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_jz260,Fujifilm,X compact,JZ260,Fujifilm JZ260,"[""JZ260"", ""Fujifilm JZ260""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_jz305,Fujifilm,X compact,JZ305,Fujifilm JZ305,"[""JZ305"", ""Fujifilm JZ305""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_jz505,Fujifilm,X compact,JZ505,Fujifilm JZ505,"[""JZ505"", ""Fujifilm JZ505""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_x100,Fujifilm,X compact,X100,Fujifilm X100,"[""X100"", ""Fujifilm X100""]",{},,large_sensor_compact,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_x100f,Fujifilm,X100,X100F,Fujifilm X100F,"[""FUJIFILM X100F""]","{""global"": [""Fujifilm X100F""]}",2017,large_sensor_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_x100s,Fujifilm,X100,X100S,Fujifilm X100S,"[""FUJIFILM X100S""]","{""global"": [""Fujifilm X100S""]}",,large_sensor_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
fujifilm_x100v,Fujifilm,X100,X100V,FUJIFILM X100V,"[""Fujifilm X100V"", ""X100V""]","{""global"": [""FUJIFILM X100V""]}",,large_sensor_compact,fixed_lens,proprietary_li_ion,
fujifilm_x100vi,Fujifilm,X100,X100VI,FUJIFILM X100VI,"[""Fujifilm X100VI"", ""X100VI""]","{""global"": [""FUJIFILM X100VI""]}",,large_sensor_compact,fixed_lens,proprietary_li_ion,
fujifilm_x70,Fujifilm,X,X70,Fujifilm X70,"[""FUJIFILM X70""]",{},2016,large_sensor_compact,fixed_lens,proprietary_li_ion,Battery mapping currently sourced from DPReview only.
fujifilm_x_s1,Fujifilm,X compact,X-S1,Fujifilm X-S1,"[""X-S1"", ""Fujifilm X-S1""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_xf1,Fujifilm,X compact,XF1,Fujifilm XF1,"[""XF1"", ""Fujifilm XF1""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
fujifilm_xf10,Fujifilm,XF compact,XF10,FUJIFILM XF10,"[""Fujifilm XF10"", ""XF10""]","{""global"": [""FUJIFILM XF10""]}",,large_sensor_compact,fixed_lens,proprietary_li_ion,
ge_power_pro_x500,GE,Power Pro X,X500,GE Power Pro X500,"[""GE X500""]",{},2011,bridge_superzoom,fixed_lens,aa,
ge_x5,GE,GE compact,X5,GE X5,"[""X5""]","{""global"": [""GE X5""]}",,point_and_shoot,fixed_lens,aa,Candidate existence imported from Camera-wiki; battery mapping not inferred.
hp_photosmart_945,HP,PhotoSmart,PhotoSmart 945,HP PhotoSmart 945,"[""PhotoSmart 945""]","{""global"": [""HP PhotoSmart 945""]}",,point_and_shoot,fixed_lens,aa,Candidate existence imported from Camera-wiki; battery mapping not inferred.
kodak_easyshare_c195,Kodak,EasyShare C,C195,Kodak EasyShare C195,"[""EASYSHARE C195""]",{},2010,point_and_shoot,fixed_lens,aa,
