camera_id,display_name,brand,series,release_year,reason,candidate_source_name,candidate_source_url,checked_source_urls,last_checked
hp_photosmart_612,HP PhotoSmart 612,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart 612,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_618,HP PhotoSmart 618,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart 618,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_620,HP PhotoSmart 620,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart 620,https://camera-wiki.org/wiki/HP_PhotoSmart_620,"[""https://camera-wiki.org/wiki/HP_PhotoSmart_620""]",2026-05-24
hp_photosmart_635,HP PhotoSmart 635,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart 635,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_715,HP PhotoSmart 715,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart 715,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_720,HP PhotoSmart 720,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart 720,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_735,HP PhotoSmart 735,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart 735,https://camera-wiki.org/wiki/HP_PhotoSmart_735,"[""https://camera-wiki.org/wiki/HP_PhotoSmart_735""]",2026-05-24
hp_photosmart_812,HP PhotoSmart 812,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart 812,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_850,HP PhotoSmart 850,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart 850,https://camera-wiki.org/wiki/HP_PhotoSmart_850,"[""https://camera-wiki.org/wiki/HP_PhotoSmart_850""]",2026-05-24
hp_photosmart_935,HP PhotoSmart 935,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart 935,https://camera-wiki.org/wiki/HP_PhotoSmart_935,"[""https://camera-wiki.org/wiki/HP_PhotoSmart_935""]",2026-05-24
hp_photosmart_a444,HP PhotoSmart A444,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart A444,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_c20,HP PhotoSmart C20,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart C20,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_c200,HP PhotoSmart C200,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart C200,https://camera-wiki.org/wiki/HP_PhotoSmart_C200,"[""https://camera-wiki.org/wiki/HP_PhotoSmart_C200""]",2026-05-24
hp_photosmart_c215,HP PhotoSmart C215,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart C215,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_c30,HP PhotoSmart C30,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart C30,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_c315,HP PhotoSmart C315,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart C315,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_c500,HP PhotoSmart C500,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart C500,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_c612,HP PhotoSmart C612,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart C612,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_c618,HP PhotoSmart C618,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart C618,https://camera-wiki.org/wiki/Pentax_EI-200,"[""https://camera-wiki.org/wiki/Pentax_EI-200""]",2026-05-24
hp_photosmart_c912,HP PhotoSmart C912,HP,PhotoSmart,2000,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart C912,https://camera-wiki.org/wiki/HP_PhotoSmart_C912,"[""https://camera-wiki.org/wiki/HP_PhotoSmart_C912""]",2026-05-24
hp_photosmart_e317,HP PhotoSmart E317,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart E317,https://camera-wiki.org/wiki/HP_PhotoSmart_E317,"[""https://camera-wiki.org/wiki/HP_PhotoSmart_E317""]",2026-05-24
hp_photosmart_e327,HP PhotoSmart E327,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart E327,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_e337,HP PhotoSmart E337,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart E337,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_e427,HP PhotoSmart E427,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart E427,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_m22,HP PhotoSmart M22,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart M22,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_m23,HP PhotoSmart M23,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart M23,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_m307,HP PhotoSmart M307,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart M307,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_m407,HP PhotoSmart M407,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart M407,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_m417,HP PhotoSmart M417,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart M417,https://camera-wiki.org/wiki/HP_PhotoSmart_M417,"[""https://camera-wiki.org/wiki/HP_PhotoSmart_M417""]",2026-05-24
hp_photosmart_m425,HP PhotoSmart M425,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart M425,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_m437,HP PhotoSmart M437,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart M437,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_m447,HP PhotoSmart M447,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart M447,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_m517,HP PhotoSmart M517,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart M517,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_m525,HP PhotoSmart M525,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart M525,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_m527,HP PhotoSmart M527,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart M527,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_m537,HP PhotoSmart M537,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart M537,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_m547,HP PhotoSmart M547,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart M547,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_m627,HP PhotoSmart M627,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart M627,https://camera-wiki.org/wiki/HP_PhotoSmart_M627,"[""https://camera-wiki.org/wiki/HP_PhotoSmart_M627""]",2026-05-24
hp_photosmart_m637,HP PhotoSmart M637,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart M637,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_m737,HP PhotoSmart M737,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart M737,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_r507,HP PhotoSmart R507,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart R507,https://camera-wiki.org/wiki/HP_PhotoSmart_R507,"[""https://camera-wiki.org/wiki/HP_PhotoSmart_R507""]",2026-05-24
hp_photosmart_r607,HP PhotoSmart R607,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart R607,https://camera-wiki.org/wiki/HP_PhotoSmart_R607,"[""https://camera-wiki.org/wiki/HP_PhotoSmart_R607""]",2026-05-24
hp_photosmart_r717,HP PhotoSmart R717,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart R717,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_r725,HP PhotoSmart R725,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart R725,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_r727,HP PhotoSmart R727,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart R727,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_r742,HP PhotoSmart R742,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart R742,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_r817,HP PhotoSmart R817,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart R817,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_r818,HP PhotoSmart R818,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart R818,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_r827,HP PhotoSmart R827,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart R827,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_r837,HP PhotoSmart R837,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart R837,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_r847,HP PhotoSmart R847,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart R847,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_r927,HP PhotoSmart R927,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart R927,https://camera-wiki.org/wiki/HP_PhotoSmart_R927,"[""https://camera-wiki.org/wiki/HP_PhotoSmart_R927""]",2026-05-24
hp_photosmart_r937,HP PhotoSmart R937,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart R937,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_r967,HP PhotoSmart R967,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart R967,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_group,HP PhotoSmart group,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP PhotoSmart group,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
hp_photosmart_digital,HP Photosmart Digital,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP Photosmart Digital,https://camera-wiki.org/wiki/HP_Photosmart_Digital_Camera,"[""https://camera-wiki.org/wiki/HP_Photosmart_Digital_Camera""]",2026-05-24
hp_photosmart_r707,HP Photosmart R707,HP,PhotoSmart,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki HP Photosmart R707,https://camera-wiki.org/wiki/Hewlett-Packard,"[""https://camera-wiki.org/wiki/Hewlett-Packard""]",2026-05-24
kodak_easyshare_c1013,Kodak EasyShare C1013,Kodak,EasyShare C,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_c122,Kodak EasyShare C122,Kodak,EasyShare C,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_c123,Kodak EasyShare C123,Kodak,EasyShare C,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_c1450,Kodak EasyShare C1450,Kodak,EasyShare C,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_c15,Kodak EasyShare C15,Kodak,EasyShare C,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_c1505,Kodak EasyShare C1505,Kodak,EasyShare C,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_c1530,Kodak EasyShare C1530,Kodak,EasyShare C,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_c1550,Kodak EasyShare C1550,Kodak,EasyShare C,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_dx3215,Kodak EasyShare DX3215,Kodak,EasyShare DX,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_dx3500,Kodak EasyShare DX3500,Kodak,EasyShare DX,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_dx3600,Kodak EasyShare DX3600,Kodak,EasyShare DX,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_dx3700,Kodak EasyShare DX3700,Kodak,EasyShare DX,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_dx3900,Kodak EasyShare DX3900,Kodak,EasyShare DX,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_dx4330,Kodak EasyShare DX4330,Kodak,EasyShare DX,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_dx4530,Kodak EasyShare DX4530,Kodak,EasyShare DX,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_dx4900,Kodak EasyShare DX4900,Kodak,EasyShare DX,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_dx6340,Kodak EasyShare DX6340,Kodak,EasyShare DX,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_dx6440,Kodak EasyShare DX6440,Kodak,EasyShare DX,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_dx6490,Kodak EasyShare DX6490,Kodak,EasyShare DX,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_dx7440,Kodak EasyShare DX7440,Kodak,EasyShare DX,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_dx7590,Kodak EasyShare DX7590,Kodak,EasyShare DX,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_dx7630,Kodak EasyShare DX7630,Kodak,EasyShare DX,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_ls420,Kodak EasyShare LS420,Kodak,EasyShare LS,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_ls443,Kodak EasyShare LS443,Kodak,EasyShare LS,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_ls633,Kodak EasyShare LS633,Kodak,EasyShare LS,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_ls743,Kodak EasyShare LS743,Kodak,EasyShare LS,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_ls753,Kodak EasyShare LS753,Kodak,EasyShare LS,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_ls755,Kodak EasyShare LS755,Kodak,EasyShare LS,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_m1033,Kodak EasyShare M1033,Kodak,EasyShare M,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_m1063,Kodak EasyShare M1063,Kodak,EasyShare M,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_m1073_is,Kodak EasyShare M1073 IS,Kodak,EasyShare M,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_m1093_is,Kodak EasyShare M1093 IS,Kodak,EasyShare M,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_m200,Kodak EasyShare M200,Kodak,EasyShare M,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_m2008,Kodak EasyShare M2008,Kodak,EasyShare M,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_m22,Kodak EasyShare M22,Kodak,EasyShare M,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_m23,Kodak EasyShare M23,Kodak,EasyShare M,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_m320,Kodak EasyShare M320,Kodak,EasyShare M,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_m340,Kodak EasyShare M340,Kodak,EasyShare M,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_m341,Kodak EasyShare M341,Kodak,EasyShare M,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_m380,Kodak EasyShare M380,Kodak,EasyShare M,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_m381,Kodak EasyShare M381,Kodak,EasyShare M,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_m420,Kodak EasyShare M420,Kodak,EasyShare M,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_m52,Kodak EasyShare M52,Kodak,EasyShare M,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_m522,Kodak EasyShare M522,Kodak,EasyShare M,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_m531,Kodak EasyShare M531,Kodak,EasyShare M,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_m532,Kodak EasyShare M532,Kodak,EasyShare M,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
kodak_easyshare_m5350,Kodak EasyShare M5350,Kodak,EasyShare M,,"Camera existence confirmed, battery not yet source-verified",Camera-wiki Kodak catalog,https://camera-wiki.org/wiki/Kodak,"[""https://camera-wiki.org/wiki/Kodak""]",2026-05-24
